gene_id	gene_name
gene17340	RPL7P26
gene17338	CAP2
gene17342	LOC102724591
gene17343	FAM8A1
gene17344	NUP153
gene17346	LOC105374952
gene17349	LOC105374953
gene17348	KIF13A
gene17351	NHLRC1
gene17352	TPMT
gene17353	KDM1B
gene17354	DEK
gene17355	RNU6-263P
gene17356	DDX18P3
gene17357	IMPDH1P9
gene17358	RNF144B
gene17359	LOC105374955
MIR548A1	MIR548A1
gene17361	MIR548A1
gene17360	MIR548A1HG
gene17362	LOC105374957
gene17363	TRQ-CTG1-1
gene17364	LOC105374958
gene17366	LOC107986574
gene17367	RPL21P61
gene17365	LOC101928519
gene17368	LOC105374961
gene17369	LOC107986575
gene17370	RPL5P20
gene17372	LOC105374960
gene17373	KRT18P38
gene17374	UQCRFS1P3
gene17375	LOC105374959
gene17377	LOC100506885
gene17378	LOC105374963
gene17379	ID4
gene17380	RPL29P17
gene17381	LOC105374965
gene17382	MBOAT1
gene17383	LOC101928573
gene17384	LOC107986576
gene17386	RN7SL128P
gene17385	E2F3
gene17389	LOC105374968
gene17391	LOC107986577
gene17393	LOC105374966
gene17394	LOC107986578
gene17388	CDKAL1
gene17395	LINC00581
gene17396	LOC107986579
gene17397	SOX4
gene17400	LOC105374970
gene17401	RN7SKP240
gene17402	NBAT1
gene17399	CASC15
gene17403	PRL
gene17405	HDGFL1
gene17404	LOC105374971
gene17407	LOC105374973
gene17408	LOC102724736
gene17406	LOC105374972
gene17410	RPL6P18
gene17411	RNU6-1060P
gene17409	LOC105374974
gene17412	LOC102724749
gene17414	LOC105374975
gene17413	LOC105374976
gene17416	SPTLC1P2
gene17417	LOC100128365
gene17418	HNRNPA1P58
gene17419	NRSN1
gene17421	KAAG1
gene17420	DCDC2
gene17423	MRS2
gene17424	GPLD1
gene17425	ALDH5A1
gene17427	KRT8P43
gene17426	KIAA0319
gene17428	TDP2
gene17429	ACOT13
gene17430	C6orf62
gene17432	LOC100289381
gene17431	LOC105374978
gene17433	GMNN
gene17434	ARMH2
gene17436	LOC105374981
gene17440	ASS1P1
gene17439	LOC102724765
gene17435	RIPOR2
gene17442	CMAHP
gene17443	NUP50P2
gene17445	LOC107986530
gene17448	LOC101928663
gene17450	RPL21P68
gene17451	LOC105375106
gene17452	CARMIL1
gene17454	SCGN
gene17457	HIST1H2AA
gene17458	HIST1H2BA
gene17459	HIST1H2BPS1
gene17460	HIST1H2APS1
gene17461	SLC17A4
gene17456	SLC17A1
gene17462	SLC17A3
gene17464	SLC17A2
gene17465	TRIM38
gene17467	HIST1H1A
gene17468	HIST1H3A
gene17469	HIST1H4A
gene17470	HIST1H4B
gene17471	HIST1H3B
gene17472	HIST1H2AB
gene17473	HIST1H2BB
gene17475	HIST1H3C
gene17476	HIST1H1C
gene17477	LOC108783645
gene17478	HFE
gene17479	HIST1H4C
gene17480	HIST1H1T
gene17481	HIST1H2BC
gene17482	HIST1H2AC
gene17483	HIST1H1E
gene17485	LARP1P1
gene17484	HIST1H2BD
gene17486	HIST1H2BE
gene17487	HIST1H4D
gene17489	HIST1H3D
gene17490	HIST1H2AD
gene17491	HIST1H2BF
gene17492	RPS10P1
gene17493	HIST1H4E
gene17494	HIST1H2BG
gene17495	HIST1H2AE
gene17496	HIST1H3E
gene17498	HIST1H1D
gene17499	HIST1H4F
gene17500	HIST1H4G
gene17501	HIST1H3F
gene17502	HIST1H2BH
gene17503	LOC105374986
gene17504	HIST1H3G
gene17506	HIST1H2BI
gene17507	LOC105374985
gene17508	HIST1H4H
gene17509	TRX-CAT1-2
gene17510	TRR-TCG4-1
gene17511	TRS-GCT6-1
gene17512	TRQ-TTG3-1
gene17513	TRQ-TTG3-2
gene17514	TRS-TGA3-1
gene17515	TRX-CAT1-3
gene17516	TRW-CCA3-1
gene17518	TRR-TCG2-1
gene17520	TRS-AGA2-1
gene17521	TRR-ACG1-1
gene17522	TRX-CAT1-4
gene17523	TRW-CCA3-2
gene17519	LOC101928743
gene17524	LOC107986582
gene17525	BTN3A2
gene17526	BTN2A2
gene17527	BTN3A1
gene17528	BTN2A3P
gene17529	BTN3A3
gene17530	BTN2A1
gene17531	LOC285819
gene17534	BTN1A1
gene17536	TRL-CAG1-7
gene17533	LOC107986583
gene17537	HCG11
gene17538	TRT-AGT2-1
gene17539	TRR-ACG1-2
gene17540	TRV-CAC1-6
gene17541	HMGN4
gene17542	TRA-CGC1-1
gene17543	TRI-AAT5-1
gene17544	TRP-AGG2-2
gene17545	TRK-CTT2-4
gene17546	TRY-GTA1-1
gene17547	LOC105374988
gene17548	TRY-GTA8-1
gene17549	TRY-GTA3-1
gene17550	TRY-GTA6-1
gene17551	ABT1
gene17552	LOC105374989
gene17554	ZNF322
gene17555	LOC102724851
gene17557	TRM-CAT5-1
gene17556	LOC105374991
gene17558	TRI-AAT7-2
gene17559	TRM-CAT4-3
gene17560	TRM-CAT4-2
gene17561	TRI-AAT6-1
gene17562	TRNAM-CAU
gene17563	TRNAI-AAU
gene17565	TRNAM-CAU
gene17564	LOC105374992
gene17568	LOC112267954
gene17567	GUSBP2
gene17570	LOC100270746
gene17571	TRI-TAT2-2
gene17569	LINC00240
gene17575	TRP-CGG2-1
gene17576	TRS-GCT1-1
gene17578	LOC105374995
gene17579	HIST1H2BJ
gene17580	HIST1H2AG
gene17582	HIST1H4I
gene17581	HIST1H2BK
gene17583	HIST1H2AH
MIR3143	MIR3143
gene17584	MIR3143
gene17585	TRV-CAC9-1
gene17586	TRH-GTG1-5
gene17587	TRT-AGT6-1
gene17588	TRI-AAT5-2
gene17589	TRV-CAC6-1
gene17590	TRS-CGA2-1
gene17591	RPL10P2
gene17592	TRR-ACG2-2
gene17593	TRR-ACG2-3
gene17594	TRL-TAA4-1
gene17595	TRV-AAC5-1
gene17596	TRI-AAT5-3
gene17597	PRSS16
gene17599	TRI-AAT9-1
gene17600	TRI-AAT3-1
gene17601	TRV-CAC2-1
gene17603	TRV-TAC4-1
gene17605	TRQ-CTG5-1
gene17606	TRS-GCT2-1
gene17607	POM121L2
gene17608	LOC105375107
gene17609	VN1R10P
gene17610	TRX-CAT1-5
gene17611	TRK-TTT6-1
gene17612	ZNF204P
gene17613	ZNF391
gene17614	ZNF184
gene17617	TRS-AGA2-2
gene17618	TRD-GTC2-6
gene17616	LOC105375001
gene17619	TRS-AGA2-3
gene17620	TRS-AGA2-4
gene17621	TRD-GTC2-7
gene17623	TRS-TGA4-1
gene17624	TRQ-CTG1-2
gene17622	LOC107986584
gene17625	HNRNPA1P1
gene17626	TRS-AGA3-1
gene17627	TRS-AGA1-1
gene17628	TRS-TGA2-1
gene17629	TRQ-CTG2-1
gene17630	TRS-AGA4-1
gene17632	TRR-TCT5-1
gene17633	TRK-TTT9-1
gene17634	TRD-GTC3-1
gene17635	TRK-TTT4-1
gene17636	TRX-CAT1-6
gene17638	TRL-CAA3-1
gene17639	TRL-CAA2-1
gene17640	TRT-CGT5-1
gene17641	TRI-TAT2-3
gene17642	TRV-AAC3-1
gene17644	TRI-AAT8-1
gene17645	TRR-ACG2-4
gene17646	TRS-CGA3-1
gene17647	TRV-AAC4-1
gene17648	TRT-AGT2-2
gene17649	TRI-AAT2-1
gene17650	LINC01012
gene17651	TRL-TAA2-1
gene17652	TRT-AGT4-1
gene17653	TRV-CAC7-1
gene17654	GPR89P
gene17655	TRV-AAC1-5
gene17656	LOC100131289
gene17657	TRX-CAT2-1
gene17659	TRQ-CTG6-1
gene17660	TRQ-TTG3-3
gene17662	HIST1H2BL
gene17663	HIST1H2AI
gene17664	HIST1H3H
gene17665	HIST1H2AJ
gene17666	HIST1H2BM
gene17667	HIST1H4J
gene17668	HIST1H4K
gene17669	HIST1H2AK
gene17670	HIST1H2BN
gene17672	HIST1H2AL
gene17673	HIST1H1B
gene17674	HIST1H3I
gene17675	HIST1H4L
gene17676	HIST1H3J
gene17677	HIST1H2AM
gene17678	HIST1H2BO
gene17679	RNU7-26P
gene17680	TRX-CAT1-7
gene17681	TRG-GCC2-3
gene17682	OR2B2
gene17684	OR2B6
gene17685	RPLP2P1
gene17687	IQCB2P
gene17691	OR1F12
gene17692	LOC102724889
gene17694	ZSCAN12P1
gene17693	ZNF165
gene17698	ZSCAN16
gene17697	ZSCAN16-AS1
gene17699	ZKSCAN8
gene17700	ZNF192P1
gene17703	TRS-GCT5-1
gene17704	TOB2P1
gene17705	ZSCAN9
gene17706	ZKSCAN4
gene17707	NKAPL
gene17708	ZSCAN26
gene17709	PGBD1
gene17710	ZSCAN31
gene17711	ZKSCAN3
gene17712	ZSCAN12
gene17713	LOC105374998
gene17716	LOC105374997
gene17717	ZSCAN23
gene17718	COX11P1
gene17720	TRT-TGT1-1
gene17722	TRL-AAG4-1
gene17724	TRT-CGT1-1
gene17725	GPX6
gene17726	GPX5
gene17727	TRI-TAT3-1
gene17729	TRR-TCG5-1
gene17728	LOC107986586
gene17731	TRQ-TTG2-1
gene17732	TRS-GCT4-1
gene17733	TRA-AGC3-1
gene17730	ZBED9
gene17736	TRA-TGC2-1
gene17737	TRT-CGT3-1
gene17735	LOC105374996
gene17738	LINC00533
gene17739	TRA-AGC4-1
gene17740	TRA-CGC2-1
gene17742	TRA-CGC5-1
gene17743	TRA-AGC7-1
gene17744	TRT-AGT3-1
gene17746	TRA-CGC4-1
gene17747	RPSAP2
gene17748	TRV-AAC6-1
gene17749	TRR-CCG1-1
gene17750	TRK-TTT7-1
gene17751	TRA-TGC6-1
gene17754	TRA-TGC1-1
gene17755	TRF-GAA1-1
gene17756	TRA-AGC1-1
gene17757	TRF-GAA3-1
gene17758	TRA-TGC5-1
gene17759	TRA-AGC2-1
gene17761	RPL13P
gene17760	LINC01623
gene17762	TRA-AGC2-2
gene17763	TRR-CCG1-2
gene17765	TRNAL-CAA
gene17766	HCG14
gene17767	TRIM27
gene17769	TRL-CAA1-2
gene17770	TRQ-CTG1-3
gene17771	TRL-AAG2-2
gene17772	LINC01556
gene17773	TRM-CAT3-1
gene17774	TRK-TTT3-3
gene17775	TRM-CAT3-2
gene17776	KRT18P1
gene17778	TRF-GAA1-2
gene17779	TRE-CTC1-6
gene17780	HCG15
gene17781	TRL-AAG3-1
gene17782	ZNF311
gene17783	LOC105375002
gene17786	OR2W1
gene17785	LOC100129636
gene17788	SAR1AP1
gene17789	OR2B3
gene17790	OR2J1
gene17792	OR2J3
gene17791	LOC105375003
gene17794	OR2J2
gene17799	LOC105375006
gene17797	LOC101929006
gene17804	OR14J1
gene17805	DDX6P1
gene17802	LOC105375005
gene17807	OR12D3
gene17808	OR12D2
gene17810	OR12D1
gene17811	OR11A1
gene17812	OR10C1
gene17806	OR5V1
gene17809	LOC105379641
gene17813	OR2H1
gene17817	MAS1L
gene17818	RPS17P1
gene17816	LOC105375008
gene17819	LOC105375009
gene17820	LINC01015
gene17823	UBD
gene17826	SNORD32B
gene17827	RPL13AP
gene17828	OR2H2
gene17829	GABBR1
gene17830	SUMO2P1
gene17831	MOG
gene17832	ZFP57
gene17836	RPL23AP1
gene17835	HLA-F
gene17838	MICE
gene17839	HCG9P5
gene17837	HLA-F-AS1
gene17840	IFITM4P
gene17841	3.8-1.5
gene17842	HCG4
gene17843	HLA-V
gene17846	RPL7AP7
gene17849	HLA-G
gene17850	HCGVIII-2
gene17851	LOC105375010
gene17853	3.8-1.4
gene17854	HCP5B
gene17856	HLA-H
gene17861	HCG4B
gene17862	HLA-K
gene17865	HLA-A
gene17869	HCG9
gene17872	3.8-1.2
gene17875	HLA-J
gene17876	ETF1P1
gene17873	ZNRD1ASP
gene17877	ZNRD1
gene17878	PPP1R11
gene17879	RNF39
gene17880	TRIM31
gene17881	TRIM31-AS1
gene17882	TRIM40
gene17883	TRIM10
gene17884	TRIM15
gene17886	PAIP1P1
gene17885	TRIM26
gene17889	HLA-L
gene17887	HCG17
gene17890	HCG18
gene17891	TRIM39
gene17892	TRIM39-RPP21
gene17893	RPP21
gene17896	MICC
gene17897	LOC105375012
gene17898	TMPOP1
gene17899	SUCLA2P1
gene17900	RANP1
gene17901	HLA-E
gene17902	LINC02569
gene17903	GNL1
gene17904	PRR3
gene17905	ABCF1-DT
gene17907	MIR877
MIR877.chr6	MIR877
gene17906	ABCF1
gene17908	PPP1R10
gene17909	MRPS18B
gene17911	PTMAP1
gene17910	ATAT1
gene17912	C6orf136
gene17913	DHX16
gene17914	PPP1R18
gene17915	NRM
gene17916	RPL7P4
gene17918	MDC1-AS1
gene17917	MDC1
gene17919	TUBB
gene17920	FLOT1
gene17921	IER3-AS1
gene17922	IER3
gene17924	HCG20
gene17925	LINC00243
gene17926	LINC02570
gene17927	RN7SKP186
gene17929	MIR4640
MIR4640.chr6	MIR4640
gene17928	DDR1
gene17930	GTF2H4
gene17931	VARS2
gene17932	SFTA2
gene17933	DPCR1
gene17934	HCG21
gene17936	MUC21
gene17937	MUC22
gene17938	HCG22
gene17939	RNU6-1133P
gene17940	C6orf15
gene17942	CDSN
gene17943	PSORS1C2
gene17941	PSORS1C1
gene17945	CCHCR1
gene17946	TCF19
gene17947	POU5F1
gene17948	PSORS1C3
gene17949	HCG27
gene17950	HLA-C
gene17952	RPL3P2
gene17953	WASF5P
gene17954	LINC02571
gene17955	LOC112267902
gene17957	MIR6891
MIR6891.chr6	MIR6891
gene17956	HLA-B
gene17958	DHFRP2
gene17963	MICA-AS1
gene17964	MICA
gene17965	LINC01149
gene17967	HCP5
gene17968	HCG26
gene17969	MICB-DT
gene17970	MICB
gene17971	PPIAP9
gene17972	RPL15P4
gene17973	MCCD1
gene17976	SNORD117
gene17977	SNORD84
gene17975	DDX39B
gene17978	DDX39B-AS1
gene17979	ATP6V1G2
gene17974	ATP6V1G2-DDX39B
gene17980	NFKBIL1
gene17981	LOC100287329
gene17982	LTA
gene17983	TNF
gene17984	LTB
gene17985	LST1
gene17986	NCR3
gene17988	AIF1
gene17990	SNORA38
gene17991	MIR6832
MIR6832.chr6	MIR6832
gene17989	PRRC2A
gene17993	APOM
gene17994	C6orf47
gene17992	BAG6
gene17995	GPANK1
gene17996	CSNK2B
gene17997	LY6G5B
gene17998	LY6G5C
gene17999	LOC105375019
gene18001	LOC105375018
gene18002	MIR4646
MIR4646.chr6	MIR4646
gene18000	ABHD16A
gene18003	LY6G6F
gene18005	LY6G6E
gene18006	LY6G6D
gene18004	LY6G6F-LY6G6D
gene18007	LY6G6C
gene18008	MPIG6B
gene18009	DDAH2
gene18010	CLIC1
gene18011	LOC105375020
gene18013	MSH5
gene18015	SAPCD1
gene18012	MSH5-SAPCD1
gene18017	SAPCD1-AS1
gene18016	VWA7
gene18018	VARS
gene18019	LSM2
gene18020	HSPA1L
gene18021	HSPA1A
gene18022	HSPA1B
gene18024	SNORD48
gene18025	SNORD52
gene18023	C6orf48
gene18026	NEU1
gene18027	SLC44A4
gene18029	LOC107986588
gene18028	EHMT2
gene18031	ZBTB12
gene18032	C2-AS1
gene18030	C2
gene18033	CFB
gene18035	MIR1236
MIR1236.chr6	MIR1236
gene18034	NELFE
gene18036	SKIV2L
gene18037	DXO
gene18038	STK19
gene18039	C4A
gene18040	CYP21A1P
gene18041	TNXA
gene18042	STK19B
gene18043	C4B
gene18044	CYP21A2
gene18045	TNXB
gene18047	ATF6B
gene18048	FKBPL
gene18049	PRRT1
gene18050	LOC100507547
gene18051	PPT2
gene18053	EGFL8
gene18052	PPT2-EGFL8
MIR6721.chr6	MIR6721
gene18055	MIR6721
gene18054	AGPAT1
gene18057	MIR6833
MIR6833.chr6	MIR6833
gene18056	RNF5
gene18058	AGER
gene18059	PBX2
gene18060	GPSM3
gene18061	NOTCH4
gene18064	HNRNPA1P2
gene18063	C6orf10
gene18066	HCG23
gene18062	LOC101929163
gene18067	BTNL2
gene18068	HLA-DRA
gene18070	HLA-DRB5
gene18072	HLA-DRB6
gene18074	HLA-DRB1
gene18075	LOC107986589
gene18076	HLA-DQA1
gene18078	HLA-DQB1-AS1
gene18077	HLA-DQB1
gene18080	LOC102725019
gene18081	HLA-DQA2
MIR3135B.chr6	MIR3135B
gene18082	MIR3135B
gene18083	HLA-DQB2
gene18084	HLA-DOB
gene18085	TAP2
gene18086	PSMB8
gene18087	PSMB8-AS1
gene18088	TAP1
gene18089	PSMB9
gene18090	PPP1R2P1
gene18091	LOC100294145
gene18093	HLA-DMB
gene18094	HLA-DMA
gene18095	BRD2
gene18096	HLA-DOA
gene18099	RPL32P1
gene18097	HLA-DPA1
gene18098	HLA-DPB1
gene18102	HLA-DPB2
gene18103	LOC105375021
gene18105	HCG24
gene18106	COL11A2
gene18108	RNY4P10
gene18107	RXRB
gene18109	SLC39A7
gene18110	HSD17B8
gene18111	MIR219A1
MIR219A1.chr6	MIR219A1
gene18112	RING1
gene18114	LOC105375022
gene18115	HCG25
gene18116	VPS52
gene18117	RPS18
gene18118	B3GALT4
gene18120	MIR6873
MIR6873.chr6	MIR6873
gene18119	WDR46
gene18122	MIR6834
MIR6834.chr6	MIR6834
gene18121	PFDN6
gene18123	RGL2
gene18124	TAPBP
gene18125	ZBTB22
gene18126	DAXX
gene18127	MYL8P
gene18128	LYPLA2P1
gene18129	RPL35AP4
gene18131	RPL12P1
gene18130	KIFC1
gene18132	PHF1
gene18133	CUTA
gene18135	MIR5004
MIR5004.chr6	MIR5004
gene18134	SYNGAP1
gene18136	ZBTB9
gene18137	LOC107986537
gene18138	RN7SL26P
gene18139	BAK1
gene18140	GGNBP1
gene18141	LINC00336
gene18143	LOC101929188
gene18144	LOC105375023
gene18142	ITPR3
gene18146	MIR3934
MIR3934	MIR3934
gene18145	UQCC2
gene18147	IP6K3
gene18148	LEMD2
gene18149	LOC105375024
gene18150	MLN
gene18151	LOC105375025
gene18152	LOC105375027
gene18153	LINC01016
gene18155	MIR7159
MIR7159	MIR7159
gene18156	LOC107986590
gene18154	LOC105375026
MIR1275	MIR1275
gene18157	MIR1275
gene18158	GRM4
gene18159	KRT18P9
gene18162	MIR6835
MIR6835	MIR6835
gene18161	HMGA1
gene18163	SMIM29
gene18164	RPL35P2
gene18166	NUDT3
gene18167	RPS10
gene18165	RPS10-NUDT3
gene18168	PACSIN1
gene18169	SPDEF
gene18172	RPL7P25
gene18174	LOC105375028
gene18171	C6orf106
gene18175	LOC101929243
gene18176	LOC112267975
gene18177	RPS10P13
gene18178	SNRPC
gene18180	RNY3P15
gene18179	UHRF1BP1
gene18181	TAF11
gene18182	ANKS1A
gene18184	TCP11
gene18185	LOC112267955
gene18186	SCUBE3
gene18187	LOC101929285
gene18188	ZNF76
gene18189	DEF6
gene18190	PPARD
gene18192	FANCE
gene18194	MIR7111
MIR7111	MIR7111
gene18193	RPL10A
gene18195	TEAD3
gene18196	TULP1
gene18198	RPS15AP19
gene18197	LOC101929309
gene18201	RPL36P9
gene18200	LOC112267956
MIR5690	MIR5690
gene18202	MIR5690
gene18199	FKBP5
gene18203	LOC285847
gene18204	ARMC12
gene18205	LOC100652794
gene18206	CLPSL2
gene18207	CLPSL1
gene18208	CLPS
gene18209	LHFPL5
gene18210	SRPK1
gene18212	LOC105375035
gene18214	LOC105375034
gene18211	SLC26A8
gene18216	LOC107986592
gene18215	MAPK14
gene18217	MAPK13
gene18218	LOC102723648
gene18219	BRPF3
gene18220	LOC105375036
gene18221	PNPLA1
gene18222	C6orf222
gene18223	ETV7
gene18224	LOC105375037
gene18225	PXT1
gene18226	KCTD20
gene18228	STK38
gene18230	SRSF3
gene18231	MIR3925
MIR3925	MIR3925
gene18233	RNU1-88P
gene18232	LOC105375038
gene18234	PANDAR
gene18235	LAP3P2
gene18237	DINOL
gene18236	CDKN1A
gene18238	RAB44
gene18240	CPNE5
gene18242	PPIL1
gene18241	C6orf89
gene18243	PI16
gene18244	MTCH1
gene18245	FGD2
gene18246	COX6A1P2
gene18247	RPL12P2
gene18248	PIM1
gene18249	TMEM217
gene18250	TBC1D22B
gene18251	LOC105375040
gene18252	RNF8
gene18254	LOC107986531
gene18255	CMTR1
gene18256	CCDC167
gene18257	LINC02520
MIR4462	MIR4462
gene18258	MIR4462
gene18259	MDGA1
gene18260	LOC107986593
gene18261	ZFAND3
gene18265	LOC105375045
gene18266	BTBD9-AS1
gene18267	LOC100128379
gene18264	BTBD9
gene18268	LOC105375044
gene18269	GLO1
gene18272	ZRF1PS
gene18273	LOC100131047
gene18270	DNAH8
gene18276	LOC105375046
gene18275	GLP1R
gene18277	SAYSD1
gene18279	KCNK5
gene18280	KCNK17
gene18282	KCNK16
gene18281	LOC105375047
gene18284	LOC107986594
gene18286	E2F4P1
gene18283	KIF6
gene18289	LOC100505635
gene18288	DAAM2
gene18290	MOCS1
gene18292	RPL23P6
gene18291	LOC102723789
gene18293	TUBBP9
gene18294	LOC105375049
gene18295	LOC105375050
gene18296	LINC00951
gene18297	TDRG1
gene18300	LOC105375051
gene18298	LRFN2
gene18301	LOC101929535
gene18302	LOC105375052
gene18303	LOC105375053
gene18304	LOC101929555
gene18305	UNC5CL
gene18306	TSPO2
gene18307	APOBEC2
gene18308	OARD1
gene18309	NFYA
gene18310	ADCY10P1
gene18311	TREML1
gene18313	TREM2
gene18312	LOC105375056
gene18314	LOC107986595
gene18315	TREML2
gene18316	TREML3P
gene18317	LOC105375055
gene18318	TREML4
gene18320	TREML5P
gene18321	TREM1
gene18324	NCR2
gene18325	LOC100505711
gene18326	LOC107986538
gene18327	LOC112267957
gene18328	LINC01276
gene18329	FOXP4-AS1
MIR4641	MIR4641
gene18331	MIR4641
gene18330	FOXP4
gene18332	MDFI
gene18333	NPM1P51
gene18334	TFEB
gene18335	PGC
gene18336	FRS3
gene18337	PRICKLE4
gene18338	TOMM6
gene18339	USP49
gene18340	MED20
gene18341	BYSL
gene18343	LOC105375060
gene18345	RNU6-761P
gene18344	LOC105375059
gene18342	CCND3
gene18346	TAF8
gene18347	C6orf132
gene18348	GUCA1A
gene18349	GUCA1B
gene18350	MRPS10
gene18352	LOC105375061
gene18351	TRERF1
gene18353	LOC107986596
gene18356	RNU6-890P
gene18355	UBR2
gene18357	PRPH2
gene18358	ATP6V0CP3
gene18359	TBCC
gene18361	LOC401261
gene18360	BICRAL
gene18362	RPL7L1
gene18363	C6orf226
gene18364	LOC105375063
gene18365	PTCRA
gene18366	CNPY3
gene18368	RPL24P4
gene18367	CNPY3-GNMT
gene18369	GNMT
gene18370	PEX6
gene18372	PPP2R5D
gene18371	MEA1
gene18373	KLHDC3
gene18374	RRP36
gene18376	CUL7
gene18377	MRPL2
gene18378	KLC4
gene18379	LOC112267958
gene18380	PTK7
gene18381	SRF
gene18382	CUL9
gene18383	DNPH1
gene18385	LOC105375064
gene18384	TTBK1
gene18386	SLC22A7
gene18387	CRIP3
gene18389	RPL34P14
gene18391	RPS2P28
gene18390	ZNF318
gene18392	LOC105375065
gene18394	MIR6780B
MIR6780B	MIR6780B
gene18393	ABCC10
gene18396	LOC107986597
gene18395	DLK2
gene18398	TJAP1
gene18399	LRRC73
gene18400	YIPF3
gene18403	RPS2P29
gene18401	POLR1C
gene18402	XPO5
gene18404	POLH
gene18405	GTPBP2
gene18406	MAD2L1BP
gene18407	RSPH9
gene18408	MRPS18A
gene18410	VEGFA
gene18411	LOC105375070
gene18413	LOC105375069
gene18414	LINC02537
gene18415	LOC105375068
gene18417	LOC105375067
gene18412	LOC107986598
gene18416	LINC01512
gene18419	C6orf223
gene18418	LOC101929705
gene18420	RPL29P16
gene18421	MRPL14
gene18422	TMEM63B
gene18423	LOC107986599
gene18424	CAPN11
gene18425	LOC105375072
gene18426	MYMX
gene18428	SLC29A1
gene18429	HSP90AB1
MIR4647	MIR4647
gene18431	MIR4647
gene18430	SLC35B2
gene18432	NFKBIE
gene18433	TMEM151B
gene18434	TCTE1
gene18435	AARS2
gene18436	SPATS1
MIR4642	MIR4642
gene18438	MIR4642
gene18437	CDC5L
gene18439	LOC105375074
gene18440	LOC105375075
gene18441	LOC101929770
gene18443	LOC107986600
gene18445	RBM22P4
MIR586	MIR586
gene18447	MIR586
gene18442	SUPT3H
gene18448	RUNX2
gene18449	RUNX2-AS1
gene18450	LOC107986519
gene18452	LOC105375078
gene18451	CLIC5
gene18454	ENPP4
gene18455	ENPP5
gene18456	ACTG1P9
gene18457	LOC105375079
gene18459	LOC101926915
gene18458	RCAN2
gene18461	LOC101926898
gene18462	CYP39A1
gene18463	SLC25A27
gene18464	LOC101926934
gene18465	TDRD6
gene18466	PLA2G7
gene18467	ANKRD66
gene18468	MEP1A
gene18470	LOC101926962
gene18471	LOC105375080
gene18469	ADGRF5
gene18472	ADGRF1
gene18473	LOC105375081
gene18474	TNFRSF21
gene18476	LOC105375082
gene18478	RPS12P14
gene18479	LOC100421517
gene18477	CD2AP
gene18480	ADGRF2
gene18481	ADGRF4
gene18483	RPL27AP7
gene18484	OPN5
gene18486	LOC107986601
gene18487	PTCHD4
gene18488	HNRNPA3P4
gene18489	RBMXP1
gene18490	LOC107986602
gene18491	LOC100418956
gene18493	RNU7-65P
gene18495	MUT
gene18496	CENPQ
gene18497	GLYATL3
gene18498	C6orf141
gene18500	RHAG
gene18501	CRISP2
gene18502	CRISP3
gene18503	PGK2
gene18504	LOC101927020
gene18505	LOC101927048
gene18506	CRISP1
gene18507	DEFB133
gene18508	DEFB114
gene18509	DEFB113
gene18510	DEFB110
gene18511	DEFB112
gene18512	LOC100505985
gene18513	TFAP2D
gene18514	LOC105375084
gene18515	TFAP2B
gene18516	RPS17P5
gene18517	LOC100418898
gene18518	FTH1P5
gene18520	LOC105375085
gene18521	LOC646517
gene18522	RPS15AP20
gene18524	LOC101927082
gene18525	LOC105375087
gene18523	PKHD1
MIR206	MIR206
gene18527	MIR206
MIR133B	MIR133B
gene18529	MIR133B
gene18528	LINCMD1
gene18530	IL17A
gene18531	LOC102724327
gene18532	IL17F
gene18533	SLC25A20P1
gene18534	MCM3
gene18535	PAQR8
gene18536	EFHC1
gene18538	LOC107986603
gene18537	TRAM2
gene18539	TRAM2-AS1
gene18540	LOC724104
gene18541	LOC730101
gene18542	TMEM14A
gene18544	GSTA7P
gene18545	GSTA2
gene18547	GSTA1
gene18549	GSTA5
gene18550	GSTA11P
gene18551	LOC105375091
gene18553	GSTA3
gene18555	GSTA4
gene18556	RN7SK
gene18557	ICK
gene18558	FBXO9
gene18563	RNU1-136P
gene18564	HMGB1P20
gene18560	GCM1
MIR5685	MIR5685
gene18566	MIR5685
gene18567	RPS16P5
gene18568	LOC107986604
gene18565	ELOVL5
gene18569	RPL31P28
gene18571	LOC100130403
gene18573	NANOGP3
gene18575	LOC105375095
gene18574	GCLC
gene18576	LOC101927136
gene18577	LINC01564
gene18578	KLHL31
gene18579	LRRC1
gene18580	LOC101927189
gene18581	MLIP-IT1
gene18582	ERHP2
gene18584	MLIP-AS1
gene18585	LOC105375097
gene18583	MLIP
gene18586	LOC105375098
gene18588	LOC107986605
gene18587	TINAG
gene18589	CLNS1AP1
gene18590	RPL10P10
gene18592	RPSAP44
gene18593	KRASP1
gene18591	LOC107986606
gene18595	FAM83B
gene18596	HCRTR2
gene18597	GFRAL
gene18598	HMGCLL1
gene18599	BMP5
gene18600	NPM1P36
gene18601	LOC107986539
gene18602	LOC105375100
gene18603	COL21A1
gene18607	LOC101930010
gene18608	RPL17P26
gene18609	RNU6-626P
gene18606	DST
gene18611	OSTCP6
gene18612	FTH1P15
gene18610	BEND6
gene18614	KIAA1586
gene18615	ZNF451
gene18616	LOC101927211
gene18617	BAG2
gene18618	RAB23
gene18619	LOC100506188
MIR548U	MIR548U
gene18621	MIR548U
gene18620	PRIM2
gene18622	LOC105375103
gene18623	TRI-AAT1-1
gene18624	LOC105375102
gene18625	TRNAI-AAU
gene18627	TRM-CAT7-1
gene18626	LOC105375101
gene18628	LOC101927268
gene18629	GUSBP4
gene18631	LINC00680
